"dataset_kind","site_id","park_name","scan_id","local_tree_id","persistent_tree_id","quarter","date","scenario","simulated_manual_dbh_cm","simulated_ai_dbh_cm","simulated_height_m","simulated_latitude","simulated_longitude","simulated_measurement_height_m","identity_kind","position_kind","reference_scan_id","reference_tree_id","seed"
"simulated","park-5a8cb25a3d","世貿公園","sim20260630park05-2023Q2","Tree_016","SIM-park-5a8cb25a3d-Tree_016","2023Q2","2023-06-30","negative_review","56.79","57","14.87","24.177786","120.616781","1.3","simulated","simulated","20260818092855","Tree_016","20260939"
"simulated","park-5a8cb25a3d","世貿公園","sim20260630park05-2023Q3","Tree_016","SIM-park-5a8cb25a3d-Tree_016","2023Q3","2023-09-30","negative_review","57.01","57.2","14.89","24.177786","120.616781","1.3","simulated","simulated","20260818092855","Tree_016","20260939"
"simulated","park-5a8cb25a3d","世貿公園","sim20260630park05-2023Q4","Tree_016","SIM-park-5a8cb25a3d-Tree_016","2023Q4","2023-12-31","negative_review","57.2","57.33","14.91","24.177786","120.616781","1.3","simulated","simulated","20260818092855","Tree_016","20260939"
"simulated","park-5a8cb25a3d","世貿公園","sim20260630park05-2024Q1","Tree_016","SIM-park-5a8cb25a3d-Tree_016","2024Q1","2024-03-31","negative_review","57.29","57.89","14.93","24.177786","120.616781","1.3","simulated","simulated","20260818092855","Tree_016","20260939"
"simulated","park-5a8cb25a3d","世貿公園","sim20260630park05-2024Q2","Tree_016","SIM-park-5a8cb25a3d-Tree_016","2024Q2","2024-06-30","negative_review","57.51","57.74","14.95","24.177786","120.616781","1.3","simulated","simulated","20260818092855","Tree_016","20260939"
"simulated","park-5a8cb25a3d","世貿公園","sim20260630park05-2024Q3","Tree_016","SIM-park-5a8cb25a3d-Tree_016","2024Q3","2024-09-30","negative_review","57.62","57.65","14.96","24.177786","120.616781","1.3","simulated","simulated","20260818092855","Tree_016","20260939"
"simulated","park-5a8cb25a3d","世貿公園","sim20260630park05-2024Q4","Tree_016","SIM-park-5a8cb25a3d-Tree_016","2024Q4","2024-12-31","negative_review","57.84","57.81","14.98","24.177786","120.616781","1.3","simulated","simulated","20260818092855","Tree_016","20260939"
"simulated","park-5a8cb25a3d","世貿公園","sim20260630park05-2025Q1","Tree_016","SIM-park-5a8cb25a3d-Tree_016","2025Q1","2025-03-31","negative_review","58.06","58.12","15","24.177786","120.616781","1.3","simulated","simulated","20260818092855","Tree_016","20260939"
"simulated","park-5a8cb25a3d","世貿公園","sim20260630park05-2025Q2","Tree_016","SIM-park-5a8cb25a3d-Tree_016","2025Q2","2025-06-30","negative_review","58.16","58.11","15.02","24.177786","120.616781","1.3","simulated","simulated","20260818092855","Tree_016","20260939"
"simulated","park-5a8cb25a3d","世貿公園","sim20260630park05-2025Q3","Tree_016","SIM-park-5a8cb25a3d-Tree_016","2025Q3","2025-09-30","negative_review","58.18","58.4","15.04","24.177786","120.616781","1.3","simulated","simulated","20260818092855","Tree_016","20260939"
"simulated","park-5a8cb25a3d","世貿公園","sim20260630park05-2025Q4","Tree_016","SIM-park-5a8cb25a3d-Tree_016","2025Q4","2025-12-31","negative_review","57.03","57.04","14.88","24.177786","120.616781","1.3","simulated","simulated","20260818092855","Tree_016","20260939"
"simulated","park-5a8cb25a3d","世貿公園","sim20260630park05-2026Q1","Tree_016","SIM-park-5a8cb25a3d-Tree_016","2026Q1","2026-03-31","negative_review","57.06","57.31","14.9","24.177786","120.616781","1.3","simulated","simulated","20260818092855","Tree_016","20260939"
"simulated","park-5a8cb25a3d","世貿公園","sim20260630park05-2026Q2","Tree_016","SIM-park-5a8cb25a3d-Tree_016","2026Q2","2026-06-30","negative_review","57.35","57.06","14.92","24.177786","120.616781","1.3","simulated","simulated","20260818092855","Tree_016","20260939"
"simulated","park-4e1986e4ce","中清公園","sim20260630park06-2022Q3","Tree_001","SIM-park-4e1986e4ce-Tree_001","2022Q3","2022-09-30","steady","63.61","63.28","15.64","24.171871","120.6694","1.3","simulated","simulated","20260818092855","Tree_001","20260940"
"simulated","park-4e1986e4ce","中清公園","sim20260630park06-2022Q4","Tree_001","SIM-park-4e1986e4ce-Tree_001","2022Q4","2022-12-31","steady","63.77","64.34","15.67","24.171871","120.6694","1.3","simulated","simulated","20260818092855","Tree_001","20260940"
"simulated","park-4e1986e4ce","中清公園","sim20260630park06-2023Q1","Tree_001","SIM-park-4e1986e4ce-Tree_001","2023Q1","2023-03-31","steady","64.03","63.89","15.7","24.171871","120.6694","1.3","simulated","simulated","20260818092855","Tree_001","20260940"
"simulated","park-4e1986e4ce","中清公園","sim20260630park06-2023Q2","Tree_001","SIM-park-4e1986e4ce-Tree_001","2023Q2","2023-06-30","steady","64.32","65.18","15.73","24.171871","120.6694","1.3","simulated","simulated","20260818092855","Tree_001","20260940"
"simulated","park-4e1986e4ce","中清公園","sim20260630park06-2023Q3","Tree_001","SIM-park-4e1986e4ce-Tree_001","2023Q3","2023-09-30","steady","64.52","64.86","15.76","24.171871","120.6694","1.3","simulated","simulated","20260818092855","Tree_001","20260940"
"simulated","park-4e1986e4ce","中清公園","sim20260630park06-2023Q4","Tree_001","SIM-park-4e1986e4ce-Tree_001","2023Q4","2023-12-31","steady","64.74","65.11","15.79","24.171871","120.6694","1.3","simulated","simulated","20260818092855","Tree_001","20260940"
"simulated","park-4e1986e4ce","中清公園","sim20260630park06-2024Q1","Tree_001","SIM-park-4e1986e4ce-Tree_001","2024Q1","2024-03-31","steady","65.02","64.53","15.81","24.171871","120.6694","1.3","simulated","simulated","20260818092855","Tree_001","20260940"
"simulated","park-4e1986e4ce","中清公園","sim20260630park06-2024Q2","Tree_001","SIM-park-4e1986e4ce-Tree_001","2024Q2","2024-06-30","steady","65.28","65.03","15.84","24.171871","120.6694","1.3","simulated","simulated","20260818092855","Tree_001","20260940"
"simulated","park-4e1986e4ce","中清公園","sim20260630park06-2024Q3","Tree_001","SIM-park-4e1986e4ce-Tree_001","2024Q3","2024-09-30","steady","65.5","65.47","15.87","24.171871","120.6694","1.3","simulated","simulated","20260818092855","Tree_001","20260940"
"simulated","park-4e1986e4ce","中清公園","sim20260630park06-2024Q4","Tree_001","SIM-park-4e1986e4ce-Tree_001","2024Q4","2024-12-31","steady","65.82","66.33","15.9","24.171871","120.6694","1.3","simulated","simulated","20260818092855","Tree_001","20260940"
"simulated","park-4e1986e4ce","中清公園","sim20260630park06-2025Q1","Tree_001","SIM-park-4e1986e4ce-Tree_001","2025Q1","2025-03-31","steady","66.06","65.57","15.93","24.171871","120.6694","1.3","simulated","simulated","20260818092855","Tree_001","20260940"
"simulated","park-4e1986e4ce","中清公園","sim20260630park06-2025Q2","Tree_001","SIM-park-4e1986e4ce-Tree_001","2025Q2","2025-06-30","steady","66.24","65.62","15.95","24.171871","120.6694","1.3","simulated","simulated","20260818092855","Tree_001","20260940"
"simulated","park-4e1986e4ce","中清公園","sim20260630park06-2025Q3","Tree_001","SIM-park-4e1986e4ce-Tree_001","2025Q3","2025-09-30","steady","66.5","66.13","15.98","24.171871","120.6694","1.3","simulated","simulated","20260818092855","Tree_001","20260940"
"simulated","park-4e1986e4ce","中清公園","sim20260630park06-2025Q4","Tree_001","SIM-park-4e1986e4ce-Tree_001","2025Q4","2025-12-31","steady","66.82","66.75","16.01","24.171871","120.6694","1.3","simulated","simulated","20260818092855","Tree_001","20260940"
"simulated","park-4e1986e4ce","中清公園","sim20260630park06-2026Q1","Tree_001","SIM-park-4e1986e4ce-Tree_001","2026Q1","2026-03-31","steady","67.02","67.51","16.04","24.171871","120.6694","1.3","simulated","simulated","20260818092855","Tree_001","20260940"
"simulated","park-4e1986e4ce","中清公園","sim20260630park06-2026Q2","Tree_001","SIM-park-4e1986e4ce-Tree_001","2026Q2","2026-06-30","steady","67.26","67.31","16.07","24.171871","120.6694","1.3","simulated","simulated","20260818092855","Tree_001","20260940"
"simulated","park-4e1986e4ce","中清公園","sim20260630park06-2022Q3","Tree_002","SIM-park-4e1986e4ce-Tree_002","2022Q3","2022-09-30","slow","64.99","65.71","15.81","24.1719389","120.6693657","1.3","simulated","simulated","20260818092855","Tree_002","20260940"
"simulated","park-4e1986e4ce","中清公園","sim20260630park06-2022Q4","Tree_002","SIM-park-4e1986e4ce-Tree_002","2022Q4","2022-12-31","slow","65.08","65.37","15.82","24.1719389","120.6693657","1.3","simulated","simulated","20260818092855","Tree_002","20260940"
"simulated","park-4e1986e4ce","中清公園","sim20260630park06-2023Q1","Tree_002","SIM-park-4e1986e4ce-Tree_002","2023Q1","2023-03-31","slow","65.16","65.59","15.83","24.1719389","120.6693657","1.3","simulated","simulated","20260818092855","Tree_002","20260940"
"simulated","park-4e1986e4ce","中清公園","sim20260630park06-2023Q2","Tree_002","SIM-park-4e1986e4ce-Tree_002","2023Q2","2023-06-30","slow","65.19","64.96","15.83","24.1719389","120.6693657","1.3","simulated","simulated","20260818092855","Tree_002","20260940"
"simulated","park-4e1986e4ce","中清公園","sim20260630park06-2023Q3","Tree_002","SIM-park-4e1986e4ce-Tree_002","2023Q3","2023-09-30","slow","65.26","65.11","15.84","24.1719389","120.6693657","1.3","simulated","simulated","20260818092855","Tree_002","20260940"
"simulated","park-4e1986e4ce","中清公園","sim20260630park06-2023Q4","Tree_002","SIM-park-4e1986e4ce-Tree_002","2023Q4","2023-12-31","slow","65.3","65.1","15.85","24.1719389","120.6693657","1.3","simulated","simulated","20260818092855","Tree_002","20260940"
"simulated","park-4e1986e4ce","中清公園","sim20260630park06-2024Q1","Tree_002","SIM-park-4e1986e4ce-Tree_002","2024Q1","2024-03-31","slow","65.39","65.38","15.85","24.1719389","120.6693657","1.3","simulated","simulated","20260818092855","Tree_002","20260940"
"simulated","park-4e1986e4ce","中清公園","sim20260630park06-2024Q2","Tree_002","SIM-park-4e1986e4ce-Tree_002","2024Q2","2024-06-30","slow","65.45","65.55","15.86","24.1719389","120.6693657","1.3","simulated","simulated","20260818092855","Tree_002","20260940"
"simulated","park-4e1986e4ce","中清公園","sim20260630park06-2024Q3","Tree_002","SIM-park-4e1986e4ce-Tree_002","2024Q3","2024-09-30","slow","65.47","66.08","15.87","24.1719389","120.6693657","1.3","simulated","simulated","20260818092855","Tree_002","20260940"
"simulated","park-4e1986e4ce","中清公園","sim20260630park06-2024Q4","Tree_002","SIM-park-4e1986e4ce-Tree_002","2024Q4","2024-12-31","slow","65.54","65.63","15.87","24.1719389","120.6693657","1.3","simulated","simulated","20260818092855","Tree_002","20260940"
"simulated","park-4e1986e4ce","中清公園","sim20260630park06-2025Q1","Tree_002","SIM-park-4e1986e4ce-Tree_002","2025Q1","2025-03-31","slow","65.54","65.82","15.88","24.1719389","120.6693657","1.3","simulated","simulated","20260818092855","Tree_002","20260940"
"simulated","park-4e1986e4ce","中清公園","sim20260630park06-2025Q2","Tree_002","SIM-park-4e1986e4ce-Tree_002","2025Q2","2025-06-30","slow","65.58","66.1","15.89","24.1719389","120.6693657","1.3","simulated","simulated","20260818092855","Tree_002","20260940"
"simulated","park-4e1986e4ce","中清公園","sim20260630park06-2025Q3","Tree_002","SIM-park-4e1986e4ce-Tree_002","2025Q3","2025-09-30","slow","65.7","65.56","15.89","24.1719389","120.6693657","1.3","simulated","simulated","20260818092855","Tree_002","20260940"
"simulated","park-4e1986e4ce","中清公園","sim20260630park06-2025Q4","Tree_002","SIM-park-4e1986e4ce-Tree_002","2025Q4","2025-12-31","slow","65.71","65.9","15.9","24.1719389","120.6693657","1.3","simulated","simulated","20260818092855","Tree_002","20260940"
"simulated","park-4e1986e4ce","中清公園","sim20260630park06-2026Q1","Tree_002","SIM-park-4e1986e4ce-Tree_002","2026Q1","2026-03-31","slow","65.8","65.93","15.91","24.1719389","120.6693657","1.3","simulated","simulated","20260818092855","Tree_002","20260940"
"simulated","park-4e1986e4ce","中清公園","sim20260630park06-2026Q2","Tree_002","SIM-park-4e1986e4ce-Tree_002","2026Q2","2026-06-30","slow","65.92","65.86","15.91","24.1719389","120.6693657","1.3","simulated","simulated","20260818092855","Tree_002","20260940"
"simulated","park-4e1986e4ce","中清公園","sim20260630park06-2022Q3","Tree_003","SIM-park-4e1986e4ce-Tree_003","2022Q3","2022-09-30","stalled","13.22","13.5","7.84","24.1720018","120.6693252","1.3","simulated","simulated","20260818092855","Tree_003","20260940"
"simulated","park-4e1986e4ce","中清公園","sim20260630park06-2022Q4","Tree_003","SIM-park-4e1986e4ce-Tree_003","2022Q4","2022-12-31","stalled","13.3","12.77","7.88","24.1720018","120.6693252","1.3","simulated","simulated","20260818092855","Tree_003","20260940"
"simulated","park-4e1986e4ce","中清公園","sim20260630park06-2023Q1","Tree_003","SIM-park-4e1986e4ce-Tree_003","2023Q1","2023-03-31","stalled","13.52","13.82","7.91","24.1720018","120.6693252","1.3","simulated","simulated","20260818092855","Tree_003","20260940"
"simulated","park-4e1986e4ce","中清公園","sim20260630park06-2023Q2","Tree_003","SIM-park-4e1986e4ce-Tree_003","2023Q2","2023-06-30","stalled","13.62","14.31","7.94","24.1720018","120.6693252","1.3","simulated","simulated","20260818092855","Tree_003","20260940"
"simulated","park-4e1986e4ce","中清公園","sim20260630park06-2023Q3","Tree_003","SIM-park-4e1986e4ce-Tree_003","2023Q3","2023-09-30","stalled","13.72","13.88","7.98","24.1720018","120.6693252","1.3","simulated","simulated","20260818092855","Tree_003","20260940"
"simulated","park-4e1986e4ce","中清公園","sim20260630park06-2023Q4","Tree_003","SIM-park-4e1986e4ce-Tree_003","2023Q4","2023-12-31","stalled","13.79","13.82","8.01","24.1720018","120.6693252","1.3","simulated","simulated","20260818092855","Tree_003","20260940"
"simulated","park-4e1986e4ce","中清公園","sim20260630park06-2024Q1","Tree_003","SIM-park-4e1986e4ce-Tree_003","2024Q1","2024-03-31","stalled","14.01","13.7","8.04","24.1720018","120.6693252","1.3","simulated","simulated","20260818092855","Tree_003","20260940"
"simulated","park-4e1986e4ce","中清公園","sim20260630park06-2024Q2","Tree_003","SIM-park-4e1986e4ce-Tree_003","2024Q2","2024-06-30","stalled","14.12","14.15","8.07","24.1720018","120.6693252","1.3","simulated","simulated","20260818092855","Tree_003","20260940"
"simulated","park-4e1986e4ce","中清公園","sim20260630park06-2024Q3","Tree_003","SIM-park-4e1986e4ce-Tree_003","2024Q3","2024-09-30","stalled","14.22","14.09","8.11","24.1720018","120.6693252","1.3","simulated","simulated","20260818092855","Tree_003","20260940"
"simulated","park-4e1986e4ce","中清公園","sim20260630park06-2024Q4","Tree_003","SIM-park-4e1986e4ce-Tree_003","2024Q4","2024-12-31","stalled","14.27","13.91","8.11","24.1720018","120.6693252","1.3","simulated","simulated","20260818092855","Tree_003","20260940"
"simulated","park-4e1986e4ce","中清公園","sim20260630park06-2025Q1","Tree_003","SIM-park-4e1986e4ce-Tree_003","2025Q1","2025-03-31","stalled","14.32","14.55","8.11","24.1720018","120.6693252","1.3","simulated","simulated","20260818092855","Tree_003","20260940"
"simulated","park-4e1986e4ce","中清公園","sim20260630park06-2025Q2","Tree_003","SIM-park-4e1986e4ce-Tree_003","2025Q2","2025-06-30","stalled","14.32","13.97","8.11","24.1720018","120.6693252","1.3","simulated","simulated","20260818092855","Tree_003","20260940"
"simulated","park-4e1986e4ce","中清公園","sim20260630park06-2025Q3","Tree_003","SIM-park-4e1986e4ce-Tree_003","2025Q3","2025-09-30","stalled","14.29","14.5","8.11","24.1720018","120.6693252","1.3","simulated","simulated","20260818092855","Tree_003","20260940"
"simulated","park-4e1986e4ce","中清公園","sim20260630park06-2025Q4","Tree_003","SIM-park-4e1986e4ce-Tree_003","2025Q4","2025-12-31","stalled","14.33","13.89","8.11","24.1720018","120.6693252","1.3","simulated","simulated","20260818092855","Tree_003","20260940"
"simulated","park-4e1986e4ce","中清公園","sim20260630park06-2026Q1","Tree_003","SIM-park-4e1986e4ce-Tree_003","2026Q1","2026-03-31","stalled","14.28","14.1","8.11","24.1720018","120.6693252","1.3","simulated","simulated","20260818092855","Tree_003","20260940"
"simulated","park-4e1986e4ce","中清公園","sim20260630park06-2026Q2","Tree_003","SIM-park-4e1986e4ce-Tree_003","2026Q2","2026-06-30","stalled","14.28","14.47","8.11","24.1720018","120.6693252","1.3","simulated","simulated","20260818092855","Tree_003","20260940"
"simulated","park-4e1986e4ce","中清公園","sim20260630park06-2022Q3","Tree_004","SIM-park-4e1986e4ce-Tree_004","2022Q3","2022-09-30","negative_review","51.17","51.52","14.18","24.1720299","120.6692422","1.3","simulated","simulated","20260818092855","Tree_004","20260940"
"simulated","park-4e1986e4ce","中清公園","sim20260630park06-2022Q4","Tree_004","SIM-park-4e1986e4ce-Tree_004","2022Q4","2022-12-31","negative_review","51.47","51.75","14.21","24.1720299","120.6692422","1.3","simulated","simulated","20260818092855","Tree_004","20260940"
"simulated","park-4e1986e4ce","中清公園","sim20260630park06-2023Q1","Tree_004","SIM-park-4e1986e4ce-Tree_004","2023Q1","2023-03-31","negative_review","51.65","51.54","14.23","24.1720299","120.6692422","1.3","simulated","simulated","20260818092855","Tree_004","20260940"
"simulated","park-4e1986e4ce","中清公園","sim20260630park06-2023Q2","Tree_004","SIM-park-4e1986e4ce-Tree_004","2023Q2","2023-06-30","negative_review","51.81","51.69","14.26","24.1720299","120.6692422","1.3","simulated","simulated","20260818092855","Tree_004","20260940"
"simulated","park-4e1986e4ce","中清公園","sim20260630park06-2023Q3","Tree_004","SIM-park-4e1986e4ce-Tree_004","2023Q3","2023-09-30","negative_review","52.06","52.42","14.29","24.1720299","120.6692422","1.3","simulated","simulated","20260818092855","Tree_004","20260940"
"simulated","park-4e1986e4ce","中清公園","sim20260630park06-2023Q4","Tree_004","SIM-park-4e1986e4ce-Tree_004","2023Q4","2023-12-31","negative_review","52.28","52.61","14.31","24.1720299","120.6692422","1.3","simulated","simulated","20260818092855","Tree_004","20260940"
"simulated","park-4e1986e4ce","中清公園","sim20260630park06-2024Q1","Tree_004","SIM-park-4e1986e4ce-Tree_004","2024Q1","2024-03-31","negative_review","52.45","52.8","14.34","24.1720299","120.6692422","1.3","simulated","simulated","20260818092855","Tree_004","20260940"
"simulated","park-4e1986e4ce","中清公園","sim20260630park06-2024Q2","Tree_004","SIM-park-4e1986e4ce-Tree_004","2024Q2","2024-06-30","negative_review","52.77","52.62","14.37","24.1720299","120.6692422","1.3","simulated","simulated","20260818092855","Tree_004","20260940"
"simulated","park-4e1986e4ce","中清公園","sim20260630park06-2024Q3","Tree_004","SIM-park-4e1986e4ce-Tree_004","2024Q3","2024-09-30","negative_review","52.99","53.71","14.39","24.1720299","120.6692422","1.3","simulated","simulated","20260818092855","Tree_004","20260940"
"simulated","park-4e1986e4ce","中清公園","sim20260630park06-2024Q4","Tree_004","SIM-park-4e1986e4ce-Tree_004","2024Q4","2024-12-31","negative_review","53.13","53.53","14.42","24.1720299","120.6692422","1.3","simulated","simulated","20260818092855","Tree_004","20260940"
"simulated","park-4e1986e4ce","中清公園","sim20260630park06-2025Q1","Tree_004","SIM-park-4e1986e4ce-Tree_004","2025Q1","2025-03-31","negative_review","53.39","53.34","14.45","24.1720299","120.6692422","1.3","simulated","simulated","20260818092855","Tree_004","20260940"
"simulated","park-4e1986e4ce","中清公園","sim20260630park06-2025Q2","Tree_004","SIM-park-4e1986e4ce-Tree_004","2025Q2","2025-06-30","negative_review","53.65","53.66","14.47","24.1720299","120.6692422","1.3","simulated","simulated","20260818092855","Tree_004","20260940"
"simulated","park-4e1986e4ce","中清公園","sim20260630park06-2025Q3","Tree_004","SIM-park-4e1986e4ce-Tree_004","2025Q3","2025-09-30","negative_review","53.81","53.57","14.5","24.1720299","120.6692422","1.3","simulated","simulated","20260818092855","Tree_004","20260940"
"simulated","park-4e1986e4ce","中清公園","sim20260630park06-2025Q4","Tree_004","SIM-park-4e1986e4ce-Tree_004","2025Q4","2025-12-31","negative_review","52.49","52.89","14.34","24.1720299","120.6692422","1.3","simulated","simulated","20260818092855","Tree_004","20260940"
"simulated","park-4e1986e4ce","中清公園","sim20260630park06-2026Q1","Tree_004","SIM-park-4e1986e4ce-Tree_004","2026Q1","2026-03-31","negative_review","52.66","52.43","14.37","24.1720299","120.6692422","1.3","simulated","simulated","20260818092855","Tree_004","20260940"
"simulated","park-4e1986e4ce","中清公園","sim20260630park06-2026Q2","Tree_004","SIM-park-4e1986e4ce-Tree_004","2026Q2","2026-06-30","negative_review","52.95","53.01","14.4","24.1720299","120.6692422","1.3","simulated","simulated","20260818092855","Tree_004","20260940"
"simulated","park-4e1986e4ce","中清公園","sim20260630park06-2022Q3","Tree_005","SIM-park-4e1986e4ce-Tree_005","2022Q3","2022-09-30","steady","15.43","15.43","8.36","24.172044","120.6691593","1.3","simulated","simulated","20260818092855","Tree_005","20260940"
"simulated","park-4e1986e4ce","中清公園","sim20260630park06-2022Q4","Tree_005","SIM-park-4e1986e4ce-Tree_005","2022Q4","2022-12-31","steady","15.7","14.97","8.42","24.172044","120.6691593","1.3","simulated","simulated","20260818092855","Tree_005","20260940"
"simulated","park-4e1986e4ce","中清公園","sim20260630park06-2023Q1","Tree_005","SIM-park-4e1986e4ce-Tree_005","2023Q1","2023-03-31","steady","15.94","15.95","8.48","24.172044","120.6691593","1.3","simulated","simulated","20260818092855","Tree_005","20260940"
"simulated","park-4e1986e4ce","中清公園","sim20260630park06-2023Q2","Tree_005","SIM-park-4e1986e4ce-Tree_005","2023Q2","2023-06-30","steady","16.21","16.17","8.54","24.172044","120.6691593","1.3","simulated","simulated","20260818092855","Tree_005","20260940"
"simulated","park-4e1986e4ce","中清公園","sim20260630park06-2023Q3","Tree_005","SIM-park-4e1986e4ce-Tree_005","2023Q3","2023-09-30","steady","16.49","16.25","8.6","24.172044","120.6691593","1.3","simulated","simulated","20260818092855","Tree_005","20260940"
"simulated","park-4e1986e4ce","中清公園","sim20260630park06-2023Q4","Tree_005","SIM-park-4e1986e4ce-Tree_005","2023Q4","2023-12-31","steady","16.71","16.97","8.66","24.172044","120.6691593","1.3","simulated","simulated","20260818092855","Tree_005","20260940"
"simulated","park-4e1986e4ce","中清公園","sim20260630park06-2024Q1","Tree_005","SIM-park-4e1986e4ce-Tree_005","2024Q1","2024-03-31","steady","16.98","16.51","8.72","24.172044","120.6691593","1.3","simulated","simulated","20260818092855","Tree_005","20260940"
"simulated","park-4e1986e4ce","中清公園","sim20260630park06-2024Q2","Tree_005","SIM-park-4e1986e4ce-Tree_005","2024Q2","2024-06-30","steady","17.26","17.49","8.78","24.172044","120.6691593","1.3","simulated","simulated","20260818092855","Tree_005","20260940"
"simulated","park-4e1986e4ce","中清公園","sim20260630park06-2024Q3","Tree_005","SIM-park-4e1986e4ce-Tree_005","2024Q3","2024-09-30","steady","17.45","17.73","8.83","24.172044","120.6691593","1.3","simulated","simulated","20260818092855","Tree_005","20260940"
"simulated","park-4e1986e4ce","中清公園","sim20260630park06-2024Q4","Tree_005","SIM-park-4e1986e4ce-Tree_005","2024Q4","2024-12-31","steady","17.83","17.34","8.89","24.172044","120.6691593","1.3","simulated","simulated","20260818092855","Tree_005","20260940"
"simulated","park-4e1986e4ce","中清公園","sim20260630park06-2025Q1","Tree_005","SIM-park-4e1986e4ce-Tree_005","2025Q1","2025-03-31","steady","18.11","18.35","8.95","24.172044","120.6691593","1.3","simulated","simulated","20260818092855","Tree_005","20260940"
"simulated","park-4e1986e4ce","中清公園","sim20260630park06-2025Q2","Tree_005","SIM-park-4e1986e4ce-Tree_005","2025Q2","2025-06-30","steady","18.35","18.3","9","24.172044","120.6691593","1.3","simulated","simulated","20260818092855","Tree_005","20260940"
"simulated","park-4e1986e4ce","中清公園","sim20260630park06-2025Q3","Tree_005","SIM-park-4e1986e4ce-Tree_005","2025Q3","2025-09-30","steady","18.63","18.6","9.06","24.172044","120.6691593","1.3","simulated","simulated","20260818092855","Tree_005","20260940"
"simulated","park-4e1986e4ce","中清公園","sim20260630park06-2025Q4","Tree_005","SIM-park-4e1986e4ce-Tree_005","2025Q4","2025-12-31","steady","18.85","19.46","9.11","24.172044","120.6691593","1.3","simulated","simulated","20260818092855","Tree_005","20260940"
"simulated","park-4e1986e4ce","中清公園","sim20260630park06-2026Q1","Tree_005","SIM-park-4e1986e4ce-Tree_005","2026Q1","2026-03-31","steady","19.06","19.39","9.17","24.172044","120.6691593","1.3","simulated","simulated","20260818092855","Tree_005","20260940"
"simulated","park-4e1986e4ce","中清公園","sim20260630park06-2026Q2","Tree_005","SIM-park-4e1986e4ce-Tree_005","2026Q2","2026-06-30","steady","19.35","20.04","9.22","24.172044","120.6691593","1.3","simulated","simulated","20260818092855","Tree_005","20260940"
"simulated","park-4e1986e4ce","中清公園","sim20260630park06-2022Q3","Tree_006","SIM-park-4e1986e4ce-Tree_006","2022Q3","2022-09-30","slow","31.04","31.12","11.33","24.1720159","120.6690763","1.3","simulated","simulated","20260818092855","Tree_006","20260940"
"simulated","park-4e1986e4ce","中清公園","sim20260630park06-2022Q4","Tree_006","SIM-park-4e1986e4ce-Tree_006","2022Q4","2022-12-31","slow","31.11","31.39","11.34","24.1720159","120.6690763","1.3","simulated","simulated","20260818092855","Tree_006","20260940"
"simulated","park-4e1986e4ce","中清公園","sim20260630park06-2023Q1","Tree_006","SIM-park-4e1986e4ce-Tree_006","2023Q1","2023-03-31","slow","31.19","31.2","11.35","24.1720159","120.6690763","1.3","simulated","simulated","20260818092855","Tree_006","20260940"
"simulated","park-4e1986e4ce","中清公園","sim20260630park06-2023Q2","Tree_006","SIM-park-4e1986e4ce-Tree_006","2023Q2","2023-06-30","slow","31.28","31.52","11.37","24.1720159","120.6690763","1.3","simulated","simulated","20260818092855","Tree_006","20260940"
"simulated","park-4e1986e4ce","中清公園","sim20260630park06-2023Q3","Tree_006","SIM-park-4e1986e4ce-Tree_006","2023Q3","2023-09-30","slow","31.35","31.04","11.38","24.1720159","120.6690763","1.3","simulated","simulated","20260818092855","Tree_006","20260940"
"simulated","park-4e1986e4ce","中清公園","sim20260630park06-2023Q4","Tree_006","SIM-park-4e1986e4ce-Tree_006","2023Q4","2023-12-31","slow","31.38","30.8","11.39","24.1720159","120.6690763","1.3","simulated","simulated","20260818092855","Tree_006","20260940"
"simulated","park-4e1986e4ce","中清公園","sim20260630park06-2024Q1","Tree_006","SIM-park-4e1986e4ce-Tree_006","2024Q1","2024-03-31","slow","31.49","31.94","11.4","24.1720159","120.6690763","1.3","simulated","simulated","20260818092855","Tree_006","20260940"
"simulated","park-4e1986e4ce","中清公園","sim20260630park06-2024Q2","Tree_006","SIM-park-4e1986e4ce-Tree_006","2024Q2","2024-06-30","slow","31.55","31.44","11.41","24.1720159","120.6690763","1.3","simulated","simulated","20260818092855","Tree_006","20260940"
"simulated","park-4e1986e4ce","中清公園","sim20260630park06-2024Q3","Tree_006","SIM-park-4e1986e4ce-Tree_006","2024Q3","2024-09-30","slow","31.7","31.85","11.42","24.1720159","120.6690763","1.3","simulated","simulated","20260818092855","Tree_006","20260940"
"simulated","park-4e1986e4ce","中清公園","sim20260630park06-2024Q4","Tree_006","SIM-park-4e1986e4ce-Tree_006","2024Q4","2024-12-31","slow","31.72","31.86","11.43","24.1720159","120.6690763","1.3","simulated","simulated","20260818092855","Tree_006","20260940"
"simulated","park-4e1986e4ce","中清公園","sim20260630park06-2025Q1","Tree_006","SIM-park-4e1986e4ce-Tree_006","2025Q1","2025-03-31","slow","31.8","31.62","11.45","24.1720159","120.6690763","1.3","simulated","simulated","20260818092855","Tree_006","20260940"
"simulated","park-4e1986e4ce","中清公園","sim20260630park06-2025Q2","Tree_006","SIM-park-4e1986e4ce-Tree_006","2025Q2","2025-06-30","slow","31.88","31.78","11.46","24.1720159","120.6690763","1.3","simulated","simulated","20260818092855","Tree_006","20260940"
